Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
28,42533,1.31,3592.49,0,2215.36,0,1377.13,160,1217.13,0,organic,2016,Louisville
29,42526,1.19,3028.17,0,1339.64,0,1688.53,111.23,1577.3,0,organic,2016,Louisville
30,42519,1.5,1972.92,0,1239.21,0,733.71,203.33,530.38,0,organic,2016,Louisville
31,42512,1.28,2178.13,0,1117.21,0,1060.92,190,870.92,0,organic,2016,Louisville
32,42505,1.48,2477.92,0,1268.34,0,1209.58,357.89,851.69,0,organic,2016,Louisville
33,42498,1.47,1825.53,1.25,1161.26,0,663.02,115.48,547.54,0,organic,2016,Louisville
34,42491,1.35,2389.94,4.98,1190.05,0,1194.91,324.22,870.69,0,organic,2016,Louisville
35,42484,1.22,2986.31,15.89,1609.69,0,1360.73,339.17,1021.56,0,organic,2016,Louisville
36,42477,1.4,2863.95,0,2212.64,0,651.31,280,371.31,0,organic,2016,Louisville
37,42470,1.41,1886.22,4.9,1398.03,0,483.29,123.33,359.96,0,organic,2016,Louisville
38,42463,1.43,1682.3,4.88,1207.03,0,470.39,103.33,367.06,0,organic,2016,Louisville
39,42456,1.32,2136.97,4.86,1423.45,0,708.66,116.67,591.99,0,organic,2016,Louisville
40,42449,1.51,1883.74,0,1585.02,0,298.72,166.67,132.05,0,organic,2016,Louisville
41,42442,1.08,3691.76,0,1890.63,0,1801.13,200,1601.13,0,organic,2016,Louisville
42,42435,0.96,3033.63,23.01,1555.04,0,1455.58,70,1385.58,0,organic,2016,Louisville
43,42428,1.69,1081.74,15.76,1009.82,0,56.16,40,16.16,0,organic,2016,Louisville
44,42421,1.64,897.77,27.95,646.39,0,223.43,53.33,170.1,0,organic,2016,Louisville
45,42414,1.72,1023.51,31.66,831.75,0,160.1,16.67,143.43,0,organic,2016,Louisville
46,42407,1.59,1259.46,7.32,890.84,0,361.3,83.33,277.97,0,organic,2016,Louisville
47,42400,1.55,1293.69,6.12,781.54,0,506.03,186.67,319.36,0,organic,2016,Louisville
48,42393,1.49,1929.38,24.57,1229.56,0,675.25,216.67,458.58,0,organic,2016,Louisville
49,42386,1.85,1241.24,67.79,1037.86,0,135.59,0,135.59,0,organic,2016,Louisville
50,42379,1.68,1460.66,44.55,1039.39,0,376.72,0,376.72,0,organic,2016,Louisville
51,42372,1.74,1057.26,19.87,858.22,0,179.17,6.67,172.5,0,organic,2016,Louisville
0,43100,1.16,5828.21,1.27,755.49,0,5071.45,3623.32,1448.13,0,organic,2017,Louisville
1,43093,1.58,3976.73,0,977.13,0,2999.6,1340.39,1659.21,0,organic,2017,Louisville
2,43086,1.57,3861.18,1,851.14,0,3009.04,1284.9,1724.14,0,organic,2017,Louisville
3,43079,1.54,2491.03,0,723.86,0,1767.17,1109.76,657.41,0,organic,2017,Louisville
4,43072,1.59,2597.34,0,941.51,0,1655.83,964.23,691.6,0,organic,2017,Louisville
5,43065,1.63,2510.26,0,930.33,0,1579.93,1182.6,397.33,0,organic,2017,Louisville
6,43058,1.62,2317.4,9.09,901.48,0,1406.83,1070.55,336.28,0,organic,2017,Louisville
7,43051,1.69,2717.83,1.3,944.43,0,1772.1,1111.38,660.72,0,organic,2017,Louisville
8,43044,1.7,3013.74,5.18,756.67,0,2251.89,1658.64,593.25,0,organic,2017,Louisville
9,43037,1.84,3691.45,1.3,740.67,0,2949.48,1739.58,1209.9,0,organic,2017,Louisville
10,43030,1.82,4195.97,9.09,1048.94,0,3137.94,1733.01,1404.93,0,organic,2017,Louisville
11,43023,1.88,3665.19,2.59,1120.58,0,2542.02,1647.11,894.91,0,organic,2017,Louisville
12,43016,2.15,3097.7,1.29,1195.97,0,1900.44,1173.79,726.65,0,organic,2017,Louisville
13,43009,2.29,3102.3,0,999.73,0,2102.57,1289.23,813.34,0,organic,2017,Louisville
14,43002,2.21,4156.59,2.59,1074.42,0,3079.58,1064.51,2015.07,0,organic,2017,Louisville
15,42995,2.12,3779.04,9.05,993.21,0,2776.78,713.34,2063.44,0,organic,2017,Louisville
16,42988,2,3517.63,2.58,948.75,0,2566.3,1066.09,1500.21,0,organic,2017,Louisville
17,42981,1.98,3581.73,7.74,1116.53,0,2457.46,835.36,1622.1,0,organic,2017,Louisville
18,42974,1.9,3628.25,1.28,973.22,0,2653.75,1313.78,1339.97,0,organic,2017,Louisville
19,42967,1.86,3115.79,0,1114.13,0,2001.66,971.97,1029.69,0,organic,2017,Louisville
20,42960,1.67,2741.48,0,1252.59,0,1488.89,1102.05,386.84,0,organic,2017,Louisville
21,42953,1.73,3557.1,0,1226.78,0,2330.32,729.74,1600.58,0,organic,2017,Louisville
22,42946,1.56,4666.42,0,1153.38,0,3513.04,1403.33,2109.71,0,organic,2017,Louisville
23,42939,1.6,5061.01,0,1441.91,0,3619.1,868.53,2750.57,0,organic,2017,Louisville
24,42932,1.55,4638.85,0,1527.56,0,3111.29,924.38,2186.91,0,organic,2017,Louisville
25,42925,1.61,2453.16,0,1551.16,0,902,11.67,890.33,0,organic,2017,Louisville
26,42918,1.26,5513.09,0,1338.51,0,4174.58,30.22,4144.36,0,organic,2017,Louisville
27,42911,1.45,4520.86,0,1490.94,0,3029.92,10,3019.92,0,organic,2017,Louisville
28,42904,1.19,4866.2,0,1421.83,0,3444.37,6.67,3437.7,0,organic,2017,Louisville
29,42897,1,6507.2,0,1633.09,0,4874.11,50,4824.11,0,organic,2017,Louisville
30,42890,1.34,4417.78,0,1505.75,0,2912.03,457.22,2454.81,0,organic,2017,Louisville
31,42883,1.32,4451.69,0,1185.02,0,3266.67,763.33,2503.34,0,organic,2017,Louisville
32,42876,1.29,4745.15,0,1200.84,0,3544.31,577.77,2966.54,0,organic,2017,Louisville
33,42869,1.15,5721.61,0,1188.69,0,4532.92,620.55,3912.37,0,organic,2017,Louisville
34,42862,1.48,3514.92,0,1570.14,0,1944.78,445.56,1499.22,0,organic,2017,Louisville
35,42855,1.4,5166.23,0,1639.61,0,3526.62,234.45,3292.17,0,organic,2017,Louisville
36,42848,1.59,3343.82,0,1507.19,0,1836.63,336.67,1499.96,0,organic,2017,Louisville
37,42841,1.34,4904.41,5.55,1947.76,0,2951.1,752.22,2198.88,0,organic,2017,Louisville
38,42834,1.91,2026.06,0,1553.23,0,472.83,325.56,147.27,0,organic,2017,Louisville
39,42827,1.38,3166.23,0,1676.19,0,1490.04,390,1100.04,0,organic,2017,Louisville
40,42820,0.74,6459.97,15,1354.56,0,5090.41,385.56,4704.85,0,organic,2017,Louisville
41,42813,0.95,4433.03,15.67,1395.21,0,3022.15,372.23,2649.92,0,organic,2017,Louisville
42,42806,0.65,7708.22,6.28,1361.74,0,6340.2,273.33,6066.87,0,organic,2017,Louisville
43,42799,0.56,9801.7,9.25,1302.28,0,8490.17,306.66,8183.51,0,organic,2017,Louisville
44,42792,0.77,5481.89,12,1257.03,0,4212.86,402.22,3810.64,0,organic,2017,Louisville
45,42785,0.56,10571.3,0,1277.78,0,9293.52,287.77,9005.75,0,organic,2017,Louisville
46,42778,0.8,5288.74,4,1259.97,0,4024.77,313.33,3711.44,0,organic,2017,Louisville
47,42771,1.36,2108.66,0,991.67,0,1116.99,441.11,675.88,0,organic,2017,Louisville
48,42764,1.45,1469.92,0,938.08,0,531.84,193.33,338.51,0,organic,2017,Louisville
49,42757,1.31,2097.61,0,1006.17,0,1091.44,536.66,554.78,0,organic,2017,Louisville
50,42750,1.6,1959.1,13.85,1318.58,0,626.67,626.67,0,0,organic,2017,Louisville
51,42743,1.55,1822.94,0,1157.89,0,665.05,656.66,8.39,0,organic,2017,Louisville
52,42736,1.59,1913.69,5.04,1395.31,0,513.34,513.34,0,0,organic,2017,Louisville
0,43184,1.46,4173.7,8,988.64,0,3177.06,2031.65,1145.41,0,organic,2018,Louisville
1,43177,1.38,4573.23,0,1367.86,0,3205.37,1470.9,1734.47,0,organic,2018,Louisville
2,43170,1.35,5905.79,1.3,1528.74,0,4375.75,2099.42,2276.33,0,organic,2018,Louisville
3,43163,1.43,5076.9,13.39,1011.72,0,4051.79,1959.38,2092.41,0,organic,2018,Louisville
4,43156,1.59,3673.2,1,1293.28,0,2378.92,1487.59,891.33,0,organic,2018,Louisville
5,43149,1.59,2064.9,0,1076.45,0,988.45,975.57,12.88,0,organic,2018,Louisville
6,43142,1.56,2174.66,6,883.15,0,1285.51,1027.05,258.46,0,organic,2018,Louisville
7,43135,1.48,3001.55,0,950.25,0,2051.3,1736.68,314.62,0,organic,2018,Louisville
8,43128,1.48,3245.58,1.27,1036.16,0,2208.15,1853.15,355,0,organic,2018,Louisville
9,43121,1.6,4170.14,1,1008.63,0,3160.51,1596.03,1564.48,0,organic,2018,Louisville
10,43114,1.54,3737.85,0,1199.91,0,2537.94,1769.94,768,0,organic,2018,Louisville
11,43107,1.38,4622.45,4,1207.46,0,3410.99,2226.12,1184.87,0,organic,2018,Louisville
